zip,city,region,district
86556,Rach Gia,West,District #39
64,Vinh Long,West,District #39
66,Ca Mau,West,District #39
87001,Ben Tre,West,District #39
87002,Pleiku,West,District #39
87004,Ca Mau,West,District #39
87005,Tra Vinh,West,District #39
87006,Tra Vinh,West,District #39
87007,Ben Tre,West,District #39
87008,Ca Mau,West,District #39
87009,Vinh Long,West,District #39
87010,Buon Ma Thuot,West,District #39
87011,Tra Vinh,West,District #39
87012,My Tho,West,District #39
87013,Bac Lieu,West,District #39
87014,Ca Mau,West,District #39
87015,My Tho,West,District #39
87016,Can Tho,West,District #39
87017,Ben Tre,West,District #39
87018,Can Tho,West,District #39
87020,Can Tho,West,District #39
87021,Long Xuyen,West,District #39
87022,Buon Ma Thuot,West,District #39
87023,Ho Chi Minh City,West,District #39
87024,Ben Tre,West,District #39
87025,My Tho,West,District #39
87026,Long Xuyen,West,District #39
87027,Soc Trang,West,District #39
87028,My Tho,West,District #39
87029,Vinh Long,West,District #39
87031,Soc Trang,West,District #39
87032,Bien Hoa,West,District #39
87034,My Tho,West,District #39
87035,Bien Hoa,West,District #39
87036,Da Lat,West,District #39
87037,Long Xuyen,West,District #39
87038,Buon Ma Thuot,West,District #39
87040,Tra Vinh,West,District #39
87041,Soc Trang,West,District #39
87042,Ho Chi Minh City,West,District #39
87043,Ben Tre,West,District #39
87044,Ho Chi Minh City,West,District #39
87045,Da Lat,West,District #39
87046,Rach Gia,West,District #39
87047,Vung Tau,West,District #39
87048,Vinh Long,West,District #39
87049,Ca Mau,West,District #39
87051,Tra Vinh,West,District #39
87052,Da Lat,West,District #39
87053,Vinh Long,West,District #39
87056,My Tho,West,District #39
87059,Buon Ma Thuot,West,District #39
87060,Vinh Long,West,District #39
87061,My Tho,West,District #39
87062,Da Lat,West,District #39
87063,Vinh Long,West,District #39
87064,Can Tho,West,District #39
87068,Bien Hoa,West,District #39
87070,Ben Tre,West,District #39
87072,Ho Chi Minh City,West,District #39
87083,Tra Vinh,West,District #39
87101,Soc Trang,West,District #39
87102,Buon Ma Thuot,West,District #39
87103,Bien Hoa,West,District #39
87104,Ca Mau,West,District #39
87105,Vinh Long,West,District #39
87106,Soc Trang,West,District #39
87107,Rach Gia,West,District #39
87108,Ben Tre,West,District #39
87109,Tra Vinh,West,District #39
87110,Ho Chi Minh City,West,District #39
87111,Tra Vinh,West,District #39
87112,Ho Chi Minh City,West,District #39
87113,Long Xuyen,West,District #39
87114,Vung Tau,West,District #39
87115,Buon Ma Thuot,West,District #39
87116,Can Tho,West,District #39
87117,My Tho,West,District #39
87119,Can Tho,West,District #39
87120,Ben Tre,West,District #39
87121,Ca Mau,West,District #39
87122,Tra Vinh,West,District #39
87123,Ca Mau,West,District #39
87124,Buon Ma Thuot,West,District #39
87125,Ho Chi Minh City,West,District #39
87131,Tra Vinh,West,District #39
87144,Ca Mau,West,District #39
87151,Bac Lieu,West,District #39
87153,Bien Hoa,West,District #39
87154,Vung Tau,West,District #39
87158,Tra Vinh,West,District #39
87174,Vinh Long,West,District #39
87176,Long Xuyen,West,District #39
87181,Ben Tre,West,District #39
87184,Bac Lieu,West,District #39
87185,My Tho,West,District #39
87187,Ho Chi Minh City,West,District #39
87190,Tra Vinh,West,District #39
87191,Ben Tre,West,District #39
87192,Bien Hoa,West,District #39
87193,Vinh Long,West,District #39
87194,My Tho,West,District #39
87195,Vung Tau,West,District #39
87196,Tra Vinh,West,District #39
87197,Long Xuyen,West,District #39
87198,Vinh Long,West,District #39
87199,Tra Vinh,West,District #39
87301,Pleiku,West,District #39
87302,Ho Chi Minh City,West,District #39
87305,Ben Tre,West,District #39
87310,Bac Lieu,West,District #39
87311,Soc Trang,West,District #39
87312,Vinh Long,West,District #39
87313,Da Lat,West,District #39
87315,Soc Trang,West,District #39
87316,Rach Gia,West,District #39
87317,Rach Gia,West,District #39
87319,Soc Trang,West,District #39
87320,Rach Gia,West,District #39
87321,Vinh Long,West,District #39
87322,Bien Hoa,West,District #39
87323,Can Tho,West,District #39
87325,Can Tho,West,District #39
87326,Vung Tau,West,District #39
87327,My Tho,West,District #39
87328,Can Tho,West,District #39
87347,Ca Mau,West,District #39
87357,Tra Vinh,West,District #39
87364,Ca Mau,West,District #39
87365,Bac Lieu,West,District #39
87375,My Tho,West,District #39
87401,Ca Mau,West,District #39
87402,Long Xuyen,West,District #39
87410,Ben Tre,West,District #39
87412,My Tho,West,District #39
87413,Bac Lieu,West,District #39
87415,Buon Ma Thuot,West,District #39
87416,Bac Lieu,West,District #39
87417,Pleiku,West,District #39
87418,Can Tho,West,District #39
87419,Can Tho,West,District #39
87420,Tra Vinh,West,District #39
87421,Vung Tau,West,District #39
87455,Ho Chi Minh City,West,District #39
87461,Vung Tau,West,District #39
87499,My Tho,West,District #39
87501,Rach Gia,West,District #39
87502,Buon Ma Thuot,West,District #39
87503,Ben Tre,West,District #39
87504,Long Xuyen,West,District #39
87505,Pleiku,West,District #39
87506,My Tho,West,District #39
87507,Soc Trang,West,District #39
87508,Rach Gia,West,District #39
87509,Soc Trang,West,District #39
87510,Ben Tre,West,District #39
87511,Rach Gia,West,District #39
87512,Vinh Long,West,District #39
87513,Soc Trang,West,District #39
87514,Pleiku,West,District #39
87515,Da Lat,West,District #39
87516,Ben Tre,West,District #39
87517,Tra Vinh,West,District #39
87518,Ho Chi Minh City,West,District #39
87519,Can Tho,West,District #39
87520,Long Xuyen,West,District #39
87521,Ho Chi Minh City,West,District #39
87522,Pleiku,West,District #39
87523,Vung Tau,West,District #39
87524,Bac Lieu,West,District #39
87525,Da Lat,West,District #39
87527,Long Xuyen,West,District #39
87528,Ben Tre,West,District #39
87529,Rach Gia,West,District #39
87530,Soc Trang,West,District #39
87531,Pleiku,West,District #39
87532,Can Tho,West,District #39
87533,My Tho,West,District #39
87535,Ca Mau,West,District #39
87537,Da Lat,West,District #39
87538,Buon Ma Thuot,West,District #39
87539,Ben Tre,West,District #39
87540,Ca Mau,West,District #39
87543,Ca Mau,West,District #39
87544,Long Xuyen,West,District #39
87545,Can Tho,West,District #39
87548,Ho Chi Minh City,West,District #39
87549,Ca Mau,West,District #39
87551,Ho Chi Minh City,West,District #39
87552,Vung Tau,West,District #39
87553,Bac Lieu,West,District #39
87554,My Tho,West,District #39
87556,My Tho,West,District #39
87557,Ben Tre,West,District #39
87558,Vinh Long,West,District #39
87560,Ben Tre,West,District #39
87562,Buon Ma Thuot,West,District #39
87564,Bien Hoa,West,District #39
87565,Can Tho,West,District #39
87566,Bien Hoa,West,District #39
87567,Rach Gia,West,District #39
87569,My Tho,West,District #39
87571,Ho Chi Minh City,West,District #39
87573,Ben Tre,West,District #39
87574,Da Lat,West,District #39
87575,Ben Tre,West,District #39
87576,Tra Vinh,West,District #39
87577,Can Tho,West,District #39
87578,Vinh Long,West,District #39
87579,Vung Tau,West,District #39
87580,Can Tho,West,District #39
87581,Da Lat,West,District #39
87582,Rach Gia,West,District #39
87583,Ca Mau,West,District #39
87592,Rach Gia,West,District #39
87594,Tra Vinh,West,District #39
87701,Bac Lieu,West,District #39
87710,Ben Tre,West,District #39
87711,Bac Lieu,West,District #39
87712,Rach Gia,West,District #39
87713,Vinh Long,West,District #39
87714,Ho Chi Minh City,West,District #39
87715,Ca Mau,West,District #39
87718,Tra Vinh,West,District #39
87722,Bac Lieu,West,District #39
87723,Bac Lieu,West,District #39
87724,Ca Mau,West,District #39
87729,Pleiku,West,District #39
87730,Pleiku,West,District #39
87731,Long Xuyen,West,District #39
87732,Ca Mau,West,District #39
87734,My Tho,West,District #39
87735,Vung Tau,West,District #39
87736,Pleiku,West,District #39
87742,Rach Gia,West,District #39
87743,Ho Chi Minh City,West,District #39
87745,Vung Tau,West,District #39
87746,Vinh Long,West,District #39
87747,Bien Hoa,West,District #39
87749,Ho Chi Minh City,West,District #39
87750,Long Xuyen,West,District #39
87752,Can Tho,West,District #39
87753,Vung Tau,West,District #39
87801,Long Xuyen,West,District #39
87820,Can Tho,West,District #39
87821,Buon Ma Thuot,West,District #39
87823,Bac Lieu,West,District #39
87824,Bac Lieu,West,District #39
87825,Pleiku,West,District #39
87827,Ho Chi Minh City,West,District #39
87828,Ho Chi Minh City,West,District #39
87829,Vung Tau,West,District #39
87830,Soc Trang,West,District #39
87831,Long Xuyen,West,District #39
87832,Can Tho,West,District #39
87901,Tra Vinh,West,District #39
87930,Tra Vinh,West,District #39
87931,Vung Tau,West,District #39
87933,Ben Tre,West,District #39
87935,Vung Tau,West,District #39
87936,Bien Hoa,West,District #39
87937,Bac Lieu,West,District #39
87939,Rach Gia,West,District #39
87940,Tra Vinh,West,District #39
87941,Vinh Long,West,District #39
87942,Vinh Long,West,District #39
87943,Pleiku,West,District #39
88001,Pleiku,West,District #39
88002,Rach Gia,West,District #39
88003,Pleiku,West,District #39
88004,Rach Gia,West,District #39
88005,Long Xuyen,West,District #39
88006,Da Lat,West,District #39
88007,Soc Trang,West,District #39
88008,My Tho,West,District #39
88009,Ca Mau,West,District #39
88011,Pleiku,West,District #39
88012,Buon Ma Thuot,West,District #39
88013,Bac Lieu,West,District #39
88020,Can Tho,West,District #39
88021,My Tho,West,District #39
88022,Ca Mau,West,District #39
88023,Tra Vinh,West,District #39
88024,Soc Trang,West,District #39
88025,My Tho,West,District #39
88026,Can Tho,West,District #39
88027,Soc Trang,West,District #39
88028,Soc Trang,West,District #39
88029,Buon Ma Thuot,West,District #39
88030,Can Tho,West,District #39
88031,Soc Trang,West,District #39
88032,Pleiku,West,District #39
88033,My Tho,West,District #39
88034,Ben Tre,West,District #39
88036,Can Tho,West,District #39
88038,Ca Mau,West,District #39
88039,Pleiku,West,District #39
88040,Soc Trang,West,District #39
88041,Tra Vinh,West,District #39
88042,Da Lat,West,District #39
88043,Soc Trang,West,District #39
88044,Tra Vinh,West,District #39
88045,Buon Ma Thuot,West,District #39
88046,My Tho,West,District #39
88047,Pleiku,West,District #39
88048,My Tho,West,District #39
88049,Bac Lieu,West,District #39
88051,My Tho,West,District #39
88052,Vinh Long,West,District #39
88053,Tra Vinh,West,District #39
88054,Vung Tau,West,District #39
88055,Da Lat,West,District #39
88056,Rach Gia,West,District #39
88058,Ho Chi Minh City,West,District #39
88061,Ca Mau,West,District #39
88062,Da Lat,West,District #39
88063,Da Lat,West,District #39
88065,Vung Tau,West,District #39
88072,Can Tho,West,District #39
88081,Bac Lieu,West,District #39
88310,Vinh Long,West,District #39
88311,My Tho,West,District #39
88317,Ben Tre,West,District #39
88321,Bac Lieu,West,District #39
88325,Soc Trang,West,District #39
88330,Soc Trang,West,District #39
88337,Vinh Long,West,District #39
88342,Long Xuyen,West,District #39
88349,Buon Ma Thuot,West,District #39
88350,Ho Chi Minh City,West,District #39
88352,Ben Tre,West,District #39
88353,Ho Chi Minh City,West,District #39
88421,Pleiku,West,District #39
88422,Vinh Long,West,District #39
88439,Vung Tau,West,District #39
79821,Pleiku,West,District #39
79835,Ca Mau,West,District #39
79836,Ho Chi Minh City,West,District #39
79837,Bien Hoa,West,District #39
79838,Buon Ma Thuot,West,District #39
79839,My Tho,West,District #39
79847,Bac Lieu,West,District #39
79849,Rach Gia,West,District #39
79851,My Tho,West,District #39
79853,Ho Chi Minh City,West,District #39
79854,Can Tho,West,District #39
79855,Rach Gia,West,District #39
79916,Ca Mau,West,District #39
79918,Ben Tre,West,District #39
81120,Can Tho,West,District #39
81121,Da Lat,West,District #39
81122,Ho Chi Minh City,West,District #39
81124,Can Tho,West,District #39
81128,Ca Mau,West,District #39
81129,Vinh Long,West,District #39
81130,Ca Mau,West,District #39
81132,Rach Gia,West,District #39
81135,My Tho,West,District #39
81137,Bac Lieu,West,District #39
81140,My Tho,West,District #39
81144,Ben Tre,West,District #39
81147,Bien Hoa,West,District #39
81154,Buon Ma Thuot,West,District #39
81157,Da Lat,West,District #39
81235,Da Lat,West,District #39
81243,Bien Hoa,West,District #39
81301,Can Tho,West,District #39
81302,Buon Ma Thuot,West,District #39
81303,Vinh Long,West,District #39
81320,Ho Chi Minh City,West,District #39
81321,Vinh Long,West,District #39
81323,Long Xuyen,West,District #39
81324,Buon Ma Thuot,West,District #39
81325,My Tho,West,District #39
81326,Ben Tre,West,District #39
81327,Buon Ma Thuot,West,District #39
81328,Tra Vinh,West,District #39
81329,Da Lat,West,District #39
81330,Long Xuyen,West,District #39
81331,Tra Vinh,West,District #39
81332,Ca Mau,West,District #39
81334,Soc Trang,West,District #39
81335,Bac Lieu,West,District #39
81423,Can Tho,West,District #39
81426,Long Xuyen,West,District #39
81427,Bac Lieu,West,District #39
81430,Vung Tau,West,District #39
81431,Ca Mau,West,District #39
81432,Tra Vinh,West,District #39
81433,Pleiku,West,District #39
81435,Buon Ma Thuot,West,District #39
84510,Tra Vinh,West,District #39
84511,Da Lat,West,District #39
84512,Ho Chi Minh City,West,District #39
84531,Long Xuyen,West,District #39
84533,Bac Lieu,West,District #39
84534,Vinh Long,West,District #39
84536,Vinh Long,West,District #39
84741,Ben Tre,West,District #39
89028,Da Lat,West,District #39
89029,Tra Vinh,West,District #39
79901,Vinh Long,West,District #39
79902,Can Tho,West,District #39
79903,Bien Hoa,West,District #39
79904,Rach Gia,West,District #39
79905,Da Lat,West,District #39
79906,Bien Hoa,West,District #39
79907,Vung Tau,West,District #39
79908,Bac Lieu,West,District #39
79910,Ho Chi Minh City,West,District #39
79911,Tra Vinh,West,District #39
79912,Ben Tre,West,District #39
79913,Bien Hoa,West,District #39
79914,My Tho,West,District #39
79915,My Tho,West,District #39
79917,Can Tho,West,District #39
79920,Vinh Long,West,District #39
79922,My Tho,West,District #39
79923,Ho Chi Minh City,West,District #39
79924,Ho Chi Minh City,West,District #39
79925,Long Xuyen,West,District #39
79926,Can Tho,West,District #39
79927,Rach Gia,West,District #39
79928,Bien Hoa,West,District #39
79929,Can Tho,West,District #39
79930,Bac Lieu,West,District #39
79931,Pleiku,West,District #39
79932,Can Tho,West,District #39
79934,Ben Tre,West,District #39
79935,Buon Ma Thuot,West,District #39
79936,Can Tho,West,District #39
79937,Bien Hoa,West,District #39
79938,My Tho,West,District #39
79940,Buon Ma Thuot,West,District #39
79941,Buon Ma Thuot,West,District #39
79942,Da Lat,West,District #39
79943,Vinh Long,West,District #39
79944,Ho Chi Minh City,West,District #39
79945,Vung Tau,West,District #39
79946,Rach Gia,West,District #39
79947,Da Lat,West,District #39
79948,Vung Tau,West,District #39
79949,Da Lat,West,District #39
79950,Da Lat,West,District #39
79951,Da Lat,West,District #39
79952,Long Xuyen,West,District #39
79953,Bac Lieu,West,District #39
79954,Ho Chi Minh City,West,District #39
79955,Pleiku,West,District #39
79958,Ho Chi Minh City,West,District #39
79960,Vinh Long,West,District #39
79961,Buon Ma Thuot,West,District #39
79968,Bien Hoa,West,District #39
79976,Buon Ma Thuot,West,District #39
79978,Buon Ma Thuot,West,District #39
79980,Vinh Long,West,District #39
79990,Ben Tre,West,District #39
79995,Vung Tau,West,District #39
79996,Da Lat,West,District #39
79997,Bien Hoa,West,District #39
79998,Vinh Long,West,District #39
79999,Bien Hoa,West,District #39
88510,Ben Tre,West,District #39
88511,Bac Lieu,West,District #39
88512,Bien Hoa,West,District #39
88513,Buon Ma Thuot,West,District #39
88514,Da Lat,West,District #39
88515,Ho Chi Minh City,West,District #39
88516,Pleiku,West,District #39
88517,Da Lat,West,District #39
88518,Pleiku,West,District #39
88519,Ca Mau,West,District #39
88520,Vinh Long,West,District #39
88521,Tra Vinh,West,District #39
88523,Vung Tau,West,District #39
88524,Vung Tau,West,District #39
88525,Ben Tre,West,District #39
88526,My Tho,West,District #39
88527,Buon Ma Thuot,West,District #39
88528,Bac Lieu,West,District #39
88529,Tra Vinh,West,District #39
88530,Da Lat,West,District #39
88531,Da Lat,West,District #39
88532,Rach Gia,West,District #39
88533,My Tho,West,District #39
88534,Vung Tau,West,District #39
88535,Ho Chi Minh City,West,District #39
88536,Bien Hoa,West,District #39
88538,Ca Mau,West,District #39
88539,Buon Ma Thuot,West,District #39
88540,Ca Mau,West,District #39
88541,Long Xuyen,West,District #39
88542,Vinh Long,West,District #39
88543,Rach Gia,West,District #39
88544,My Tho,West,District #39
88545,Ben Tre,West,District #39
88546,Buon Ma Thuot,West,District #39
88547,Vinh Long,West,District #39
88548,Soc Trang,West,District #39
88549,Long Xuyen,West,District #39
88550,Buon Ma Thuot,West,District #39
88553,My Tho,West,District #39
88554,Ca Mau,West,District #39
88555,Tra Vinh,West,District #39
88556,Tra Vinh,West,District #39
88557,Buon Ma Thuot,West,District #39
88558,Vinh Long,West,District #39
88559,Ho Chi Minh City,West,District #39
88560,Ca Mau,West,District #39
88561,Vinh Long,West,District #39
88562,Bac Lieu,West,District #39
88563,My Tho,West,District #39
88565,Vinh Long,West,District #39
88566,Long Xuyen,West,District #39
88567,Can Tho,West,District #39
88568,Ca Mau,West,District #39
88569,Rach Gia,West,District #39
88570,Tra Vinh,West,District #39
88571,Ben Tre,West,District #39
88572,Vung Tau,West,District #39
88573,Vung Tau,West,District #39
88574,Tra Vinh,West,District #39
88575,Buon Ma Thuot,West,District #39
88576,Bien Hoa,West,District #39
88577,Vung Tau,West,District #39
88578,Long Xuyen,West,District #39
88579,Long Xuyen,West,District #39
88580,Vung Tau,West,District #39
88581,Tra Vinh,West,District #39
88582,Tra Vinh,West,District #39
88583,My Tho,West,District #39
88584,Bien Hoa,West,District #39
88585,Ho Chi Minh City,West,District #39
88586,Ca Mau,West,District #39
88587,Ho Chi Minh City,West,District #39
88588,Ca Mau,West,District #39
88589,Can Tho,West,District #39
88590,Bien Hoa,West,District #39
88595,Ho Chi Minh City,West,District #39
70,Tra Vinh,West,District #34
77,Ben Tre,West,District #34
97002,Ben Tre,West,District #34
97004,My Tho,West,District #34
97005,Long Xuyen,West,District #34
97006,Tra Vinh,West,District #34
97007,Buon Ma Thuot,West,District #34
97008,Vung Tau,West,District #34
97009,Soc Trang,West,District #34
97010,Can Tho,West,District #34
97011,My Tho,West,District #34
97013,Can Tho,West,District #34
97014,Ho Chi Minh City,West,District #34
97015,Bien Hoa,West,District #34
97016,Bien Hoa,West,District #34
97017,Ben Tre,West,District #34
97018,Da Lat,West,District #34
97019,Bien Hoa,West,District #34
97020,Ca Mau,West,District #34
97021,Ben Tre,West,District #34
97022,Tra Vinh,West,District #34
97023,Rach Gia,West,District #34
97024,Soc Trang,West,District #34
97026,My Tho,West,District #34
97027,Vung Tau,West,District #34
97028,Bien Hoa,West,District #34
97030,Buon Ma Thuot,West,District #34
97031,Vinh Long,West,District #34
97032,My Tho,West,District #34
97034,Soc Trang,West,District #34
97035,Bac Lieu,West,District #34
97036,Ho Chi Minh City,West,District #34
97037,Rach Gia,West,District #34
97038,Buon Ma Thuot,West,District #34
97040,Bac Lieu,West,District #34
97041,Da Lat,West,District #34
97042,Can Tho,West,District #34
97044,Long Xuyen,West,District #34
97045,Vinh Long,West,District #34
97048,Long Xuyen,West,District #34
97049,Pleiku,West,District #34
97051,Ca Mau,West,District #34
97053,My Tho,West,District #34
97054,Vinh Long,West,District #34
97055,Bac Lieu,West,District #34
97056,Tra Vinh,West,District #34
97058,Da Lat,West,District #34
97060,Rach Gia,West,District #34
97062,Bien Hoa,West,District #34
97063,Bac Lieu,West,District #34
97064,Buon Ma Thuot,West,District #34
97067,Ben Tre,West,District #34
97068,Ben Tre,West,District #34
97070,Ho Chi Minh City,West,District #34
97071,Ben Tre,West,District #34
97075,Ca Mau,West,District #34
97076,Long Xuyen,West,District #34
97077,Bac Lieu,West,District #34
97078,My Tho,West,District #34
97080,Buon Ma Thuot,West,District #34
97086,Vung Tau,West,District #34
97089,Bien Hoa,West,District #34
97101,Bac Lieu,West,District #34
97102,Pleiku,West,District #34
97103,Vung Tau,West,District #34
97106,Ho Chi Minh City,West,District #34
97107,Da Lat,West,District #34
97108,Ca Mau,West,District #34
97109,Vinh Long,West,District #34
97110,Tra Vinh,West,District #34
97111,Can Tho,West,District #34
97112,Ben Tre,West,District #34
97113,Soc Trang,West,District #34
97114,Tra Vinh,West,District #34
97115,Rach Gia,West,District #34
97116,Vung Tau,West,District #34
97117,My Tho,West,District #34
97118,Bien Hoa,West,District #34
97119,Ca Mau,West,District #34
97121,Buon Ma Thuot,West,District #34
97122,Rach Gia,West,District #34
97123,Vung Tau,West,District #34
97124,Tra Vinh,West,District #34
97125,Da Lat,West,District #34
97127,Ho Chi Minh City,West,District #34
97128,Da Lat,West,District #34
97130,Bien Hoa,West,District #34
97131,Ho Chi Minh City,West,District #34
97132,Can Tho,West,District #34
97133,Rach Gia,West,District #34
97134,Vinh Long,West,District #34
97135,Buon Ma Thuot,West,District #34
97136,Da Lat,West,District #34
97137,Buon Ma Thuot,West,District #34
97138,Soc Trang,West,District #34
97140,Buon Ma Thuot,West,District #34
97141,Ho Chi Minh City,West,District #34
97143,Ca Mau,West,District #34
97144,Buon Ma Thuot,West,District #34
97145,Long Xuyen,West,District #34
97146,Ben Tre,West,District #34
97147,Bien Hoa,West,District #34
97148,Da Lat,West,District #34
97149,Can Tho,West,District #34
97201,Buon Ma Thuot,West,District #34
97202,Da Lat,West,District #34
97203,Da Lat,West,District #34
97204,My Tho,West,District #34
97205,Can Tho,West,District #34
97206,Ca Mau,West,District #34
97207,Ben Tre,West,District #34
97208,Tra Vinh,West,District #34
97209,Vung Tau,West,District #34
97210,Ben Tre,West,District #34
97211,Pleiku,West,District #34
97212,Rach Gia,West,District #34
97213,Ben Tre,West,District #34
97214,Bien Hoa,West,District #34
97215,Ho Chi Minh City,West,District #34
97216,Vung Tau,West,District #34
97217,Ho Chi Minh City,West,District #34
97218,Vinh Long,West,District #34
97219,Vinh Long,West,District #34
97220,Buon Ma Thuot,West,District #34
97221,Ben Tre,West,District #34
97222,Pleiku,West,District #34
97223,Bien Hoa,West,District #34
97224,Vung Tau,West,District #34
97225,Rach Gia,West,District #34
97227,Rach Gia,West,District #34
97228,Ca Mau,West,District #34
97229,Ca Mau,West,District #34
97230,Da Lat,West,District #34
97231,Pleiku,West,District #34
97232,Vung Tau,West,District #34
97233,Can Tho,West,District #34
97236,Bien Hoa,West,District #34
97238,Ben Tre,West,District #34
97239,Vung Tau,West,District #34
97240,Bac Lieu,West,District #34
97242,Bien Hoa,West,District #34
97256,Ca Mau,West,District #34
97258,Da Lat,West,District #34
97259,Can Tho,West,District #34
97266,My Tho,West,District #34
97267,Bac Lieu,West,District #34
97268,Can Tho,West,District #34
97269,Vinh Long,West,District #34
97272,Buon Ma Thuot,West,District #34
97280,Ben Tre,West,District #34
97281,Ho Chi Minh City,West,District #34
97282,Bac Lieu,West,District #34
97283,Pleiku,West,District #34
97286,My Tho,West,District #34
97290,Pleiku,West,District #34
97291,Pleiku,West,District #34
97292,My Tho,West,District #34
97293,Ca Mau,West,District #34
97294,Ho Chi Minh City,West,District #34
97296,Bac Lieu,West,District #34
97298,Rach Gia,West,District #34
97299,Long Xuyen,West,District #34
97301,Vung Tau,West,District #34
97302,Vinh Long,West,District #34
97303,Can Tho,West,District #34
97304,My Tho,West,District #34
97305,Pleiku,West,District #34
97306,Vinh Long,West,District #34
97307,Tra Vinh,West,District #34
97308,Long Xuyen,West,District #34
97309,Buon Ma Thuot,West,District #34
97310,Ho Chi Minh City,West,District #34
97311,Can Tho,West,District #34
97312,Vinh Long,West,District #34
97314,Rach Gia,West,District #34
97317,Bien Hoa,West,District #34
97321,Bac Lieu,West,District #34
97322,Pleiku,West,District #34
97325,Pleiku,West,District #34
97326,Vinh Long,West,District #34
97330,Long Xuyen,West,District #34
97331,Rach Gia,West,District #34
97335,Pleiku,West,District #34
97338,Vinh Long,West,District #34
97341,Long Xuyen,West,District #34
97342,Ho Chi Minh City,West,District #34
97343,Can Tho,West,District #34
97344,Bac Lieu,West,District #34
97346,Vinh Long,West,District #34
97347,Rach Gia,West,District #34
97350,Vinh Long,West,District #34
97351,Vung Tau,West,District #34
97352,Rach Gia,West,District #34
97355,Can Tho,West,District #34
97357,Can Tho,West,District #34
97358,Da Lat,West,District #34
97360,Long Xuyen,West,District #34
97361,Bac Lieu,West,District #34
97362,Bien Hoa,West,District #34
97364,Ho Chi Minh City,West,District #34
97365,Long Xuyen,West,District #34
97366,My Tho,West,District #34
97367,Vinh Long,West,District #34
97368,Ben Tre,West,District #34
97369,Vung Tau,West,District #34
97370,Vinh Long,West,District #34
97371,Da Lat,West,District #34
97372,Soc Trang,West,District #34
97373,Bac Lieu,West,District #34
97374,Soc Trang,West,District #34
97375,Ca Mau,West,District #34
97376,Buon Ma Thuot,West,District #34
97378,Da Lat,West,District #34
97380,My Tho,West,District #34
97381,Vung Tau,West,District #34
97383,Vinh Long,West,District #34
97384,Vinh Long,West,District #34
97385,Ben Tre,West,District #34
97388,Pleiku,West,District #34
97389,Tra Vinh,West,District #34
97391,Ben Tre,West,District #34
97392,Bac Lieu,West,District #34
97396,Vung Tau,West,District #34
1,Da Lat,West,District #34
2,Rach Gia,West,District #34
3,Long Xuyen,West,District #34
4,Soc Trang,West,District #34
5,My Tho,West,District #34
6,Soc Trang,West,District #34
7,Can Tho,West,District #34
9,Vinh Long,West,District #34
10,Tra Vinh,West,District #34
11,Can Tho,West,District #34
198,Bac Lieu,West,District #34
99501,Da Lat,West,District #34
99502,Vung Tau,West,District #34
99503,Tra Vinh,West,District #34
99504,Rach Gia,West,District #34
99505,Da Lat,West,District #34
99506,Buon Ma Thuot,West,District #34
99507,Soc Trang,West,District #34
99508,Soc Trang,West,District #34
99509,Soc Trang,West,District #34
99510,Soc Trang,West,District #34
99511,Bien Hoa,West,District #34
99513,Ho Chi Minh City,West,District #34
99514,Pleiku,West,District #34
99515,Bac Lieu,West,District #34
99516,Bac Lieu,West,District #34
99517,Ca Mau,West,District #34
99518,Tra Vinh,West,District #34
99519,Rach Gia,West,District #34
99520,Soc Trang,West,District #34
99521,Bac Lieu,West,District #34
99522,Bac Lieu,West,District #34
99523,Bien Hoa,West,District #34
99524,Bien Hoa,West,District #34
99529,Bien Hoa,West,District #34
99530,My Tho,West,District #34
99540,Bien Hoa,West,District #34
99545,Vung Tau,West,District #34
99546,Long Xuyen,West,District #34
99547,Ben Tre,West,District #34
99548,Buon Ma Thuot,West,District #34
99549,Tra Vinh,West,District #34
99550,Pleiku,West,District #34
99551,Buon Ma Thuot,West,District #34
99552,Pleiku,West,District #34
99553,My Tho,West,District #34
99554,Can Tho,West,District #34
99555,My Tho,West,District #34
99556,Da Lat,West,District #34
99557,Vinh Long,West,District #34
99558,Da Lat,West,District #34
99559,Long Xuyen,West,District #34
99561,Vung Tau,West,District #34
99563,Soc Trang,West,District #34
99564,Soc Trang,West,District #34
99565,Bien Hoa,West,District #34
99566,Vinh Long,West,District #34
99567,Ho Chi Minh City,West,District #34
99568,Rach Gia,West,District #34
99569,Can Tho,West,District #34
99571,Can Tho,West,District #34
99572,Bien Hoa,West,District #34
99573,Rach Gia,West,District #34
99574,Pleiku,West,District #34
99575,Rach Gia,West,District #34
99576,Pleiku,West,District #34
99577,Rach Gia,West,District #34
99578,Soc Trang,West,District #34
99579,Ho Chi Minh City,West,District #34
99580,Soc Trang,West,District #34
99581,Vung Tau,West,District #34
99583,Vung Tau,West,District #34
99585,Da Lat,West,District #34
99586,Bien Hoa,West,District #34
99587,Ben Tre,West,District #34
99588,Tra Vinh,West,District #34
99589,Ho Chi Minh City,West,District #34
99590,Da Lat,West,District #34
99591,Buon Ma Thuot,West,District #34
99599,Bac Lieu,West,District #34
99602,Ho Chi Minh City,West,District #34
99603,Buon Ma Thuot,West,District #34
99604,Soc Trang,West,District #34
99605,My Tho,West,District #34
99606,Long Xuyen,West,District #34
99607,Pleiku,West,District #34
99608,Soc Trang,West,District #34
99609,Soc Trang,West,District #34
99610,Rach Gia,West,District #34
